data,company,n,delta,Lat,Lon
2017-07-18,GESM SPA FASHION FACTORY,1,1,45.5846,10.4382
2017-07-18,EGAL SRL,19,0,45.5962,9.01754
2017-07-18,MADEBLACK SRL,50,0,45.6508,9.84802
2017-07-19,GESM SPA FASHION FACTORY,1,1,45.5846,10.4382
2017-07-19,EGAL SRL,29,0,45.5962,9.01754
2017-07-19,XIA JINGYE,2,0,45.6158,9.08152
2017-07-19,MADEBLACK SRL,36,0,45.6508,9.84802
2017-07-19,JIANG XIUJIN,3,0,45.7133,8.90516
2017-07-20,EGAL SRL,18,1,45.5962,9.01754
2017-07-20,MADEBLACK SRL,57,0,45.6508,9.84802
2017-07-21,GESM SPA FASHION FACTORY,5,0,45.5846,10.4382
2017-07-21,EGAL SRL,27,1,45.5962,9.01754
2017-07-21,XIA JINGYE,6,0,45.6158,9.08152
2017-07-21,MADEBLACK SRL,105,0,45.6508,9.84802
2017-07-21,JIANG XIUJIN,3,0,45.7133,8.90516
2017-07-24,GESM SPA FASHION FACTORY,3,0,45.5846,10.4382
2017-07-24,EGAL SRL,21,0,45.5962,9.01754
2017-07-24,XIA JINGYE,3,0,45.6158,9.08152
2017-07-24,MADEBLACK SRL,77,0,45.6508,9.84802
2017-07-24,JIANG XIUJIN,3,0,45.7133,8.90516
2017-07-25,EGAL SRL,20,0,45.5962,9.01754
2017-07-25,XIA JINGYE,3,0,45.6158,9.08152
2017-07-25,MADEBLACK SRL,3,0,45.6508,9.84802
2017-07-26,GESM SPA FASHION FACTORY,1,1,45.5846,10.4382
2017-07-26,EGAL SRL,12,0,45.5962,9.01754
2017-07-26,MADEBLACK SRL,77,0,45.6508,9.84802
2017-07-27,EGAL SRL,27,0,45.5962,9.01754
2017-07-27,XIA JINGYE,6,0,45.6158,9.08152
2017-07-27,MADEBLACK SRL,39,0,45.6508,9.84802
2017-07-27,JIANG XIUJIN,2,1,45.7133,8.90516
2017-07-28,GESM SPA FASHION FACTORY,1,1,45.5846,10.4382
2017-07-28,EGAL SRL,21,0,45.5962,9.01754
2017-07-28,XIA JINGYE,2,0,45.6158,9.08152
2017-07-28,MADEBLACK SRL,66,0,45.6508,9.84802
2017-07-28,JIANG XIUJIN,5,0,45.7133,8.90516
2017-07-31,EGAL SRL,56,0,45.5962,9.01754
2017-07-31,MADEBLACK SRL,1,3,45.6508,9.84802
