data	company	n	delta	Lat	Lon
2017-02-08	GIANNI VERSACE SPA	16	0	45.4668	9.1905
2017-02-08	PRADA SPA	9	0	45.4668	9.1905
2017-02-08	VALENTINO SPA	5	0	45.4668	9.1905
2017-02-09	POLLINI SPA	1	0	44.1095	12386
2017-02-09	CALVIN KLEIN INC.	13	0	40.7306	-73.9866
2017-02-09	JONATHAN SIMKHAI INC	3	0	40.7306	-73.9866
2017-02-09	ALEXANDER WANG	14	0	43.1325	-74.4861
2017-02-09	BOTTONIFICIO LEONARDO SRL	1	0	43.7332	11.0209
2017-02-09	PELLETTERIA EMMETIERRE SNC DI	4	0	43.7567	11.1848
2017-02-09	SALVATORE FERRAGAMO SPA	10	0	43.7699	11.2556
2017-02-09	CM PELLETTERIE SRL	1	0	43.6289	11.4248
2017-02-09	EXCLUSIVE SRL	3	0	43.6395	11.5646
2017-02-09	FENDI SRL	24	0	41.8933	12.4829
2017-02-09	JOHARI DI GIULIANA MANCINELLI	6	0	41.8933	12.4829
2017-02-09	AEFFE SPA	1	1	43.9387	12.7125
2017-02-09	CALZATURIFICIO MELIN SRL	1	0	43.2347	13.6879
2017-02-09	MERCURI MODA SRL	4	0	43.2567	13.7608
2017-02-09	CHRISTIAN LOUBOUTIN S.A.S.	17	0	48.8566	2.3515
2017-02-09	CHRISTIAN LOUBOUTIN SAS	52	0	48.8566	2.3515
2017-02-09	BARBERA SANDRO E FIGLI SNC	3	0	45.5664	8.05428
2017-02-09	GIOVANNI MONTE SRL	2	0	45.5586	8.94789
2017-02-09	LA GRIFFE SRL	3	0	45.5586	8.94789
2017-02-09	ST.GERMAIN BOUTIQUE SRL	1	0	45.5586	8.94789
2017-02-09	NOVARLUX ITALIA SRL	1	0	45.5567	8.97774
2017-02-09	SEYMECHAMLOU SRL	3	0	45.5567	8.97774
2017-02-09	PRADA SPA	4	0	45.4668	9.1905
2017-02-09	SARA BATTAGLIA SRL A UNICO SOC	6	0	45.4668	9.1905
2017-02-09	VALENTINO SPA	3	0	45.4668	9.1905
2017-02-10	ARS PICENTIA DI GRANDINETTI PA	4	0	43259	13757
2017-02-10	CANO ART. CALZADO S.L.	28	0	38.5869	-0.672549
2017-02-10	3.1 PHILLIP LIM	63	1	40.7306	-73.9866
2017-02-10	ER FUR TRADING	1	0	40.7306	-73.9866
2017-02-10	JONATHAN SIMKHAI INC	41	0	40.7306	-73.9866
2017-02-10	INDUSTRIE TESTI SPA	4	0	43.7195	10.9459
2017-02-10	BULGARI ACCESSORI SRL	2	0	43.7699	11.2556
2017-02-10	I&S SRL	2	0	43.7211	11.4514
2017-02-10	RICCI ENRICO SRL	2	0	44.1065	12.4149
2017-02-10	FENDI SRL	41	0	41.8933	12.4829
2017-02-10	JOHARI DI GIULIANA MANCINELLI	2	0	41.8933	12.4829
2017-02-10	CALZATURIFICIO ROMIT SPA	3	0	43.2325	13.6316
2017-02-10	MERCURI MODA SRL	10	0	43.2567	13.7608
2017-02-10	LEO SHOES SRL	1	0	40.0109	18.1617
2017-02-10	XIANTO BV	1	0	52.4418	5.20931
2017-02-10	CALZATURIFICIO MARTINI SRL	1	0	45.7465	8.43607
2017-02-10	PRINCIPE SPA	6	0	45.8175	8.82634
2017-02-10	GIOVANNI MONTE SRL	1	0	45.5586	8.94789
2017-02-10	LA GRIFFE SRL	6	0	45.5586	8.94789
2017-02-10	DOLCE & GABBANA SRL	70	0	45.4668	9.1905
2017-02-10	SARA BATTAGLIA SRL A UNICO SOC	22	0	45.4668	9.1905
2017-02-10	VALENTINO SPA	6	0	45.4668	9.1905
2017-02-10	BATTISTA LOZIO & FIGLI SPA	2	0	45.5286	9.27822
2017-02-13	METAL PRESS SRL	3	0	43.7805	11146
2017-02-13	SUNGJOO D AND D INC	8	0	37.5667	126978
2017-02-13	LIMANI CO, LTD	11	0	34.6969	139405
2017-02-13	DISGRAMARC S.L.	4	0	38479	-0.795676
2017-02-13	ELBEL S.L.	5	0	38479	-0.795676
2017-02-13	SIMON DAVIS NJ	45	0	40092	-74.2122
2017-02-13	BOEMOS SPA - INDUSTRIA CALZATU	3	0	43.7292	10.8082
2017-02-13	PUNTO 2 S.R.L.	28	0	44.7836	10.8855
2017-02-13	BOTTONIFICIO LEONARDO SRL	1	0	43.7332	11.0209
2017-02-13	CALZATURIFICIO ILARIA SRL	9	0	43.3901	11.2231
2017-02-13	LPJ ITALIA SRL	2	0	43.7699	11.2556
2017-02-13	FGF SRL	13	0	44011	11.3313
2017-02-13	CALZATURIFICIO NERI SRL	3	0	45.4173	12.0332
2017-02-13	TOMMY SRL	2	0	45.4173	12.0332
2017-02-13	DAMA SRL	11	0	43.1336	12.4421
2017-02-13	FENDI SRL	21	0	41.8933	12.4829
2017-02-13	MENGHI SHOES & CO. S.R.L.	6	0	43441	13.6088
2017-02-13	TOOLK SRL	8	0	43.1604	13.7161
2017-02-13	MERCURI MODA SRL	3	0	43.2567	13.7608
2017-02-13	CALZATURIFICIO GENSI GROUP SRL	1	0	42.7535	13.9667
2017-02-13	LEO SHOES SRL	3	0	40.0109	18.1617
2017-02-13	CHRISTIAN LOUBOUTIN S.A.S.	7	0	48.8566	2.3515
2017-02-13	CHRISTIAN LOUBOUTIN SAS	18	0	48.8566	2.3515
2017-02-13	ARTI MODA S.A.L.	5	3	33.9093	35.5781
2017-02-13	GIOVANNI MONTE SRL	7	0	45.5586	8.94789
2017-02-13	LA GRIFFE SRL	2	0	45.5586	8.94789
2017-02-13	C.L. SERVICES TECHNIQUES SRL	8	0	45.5567	8.97774
2017-02-13	SEYMECHAMLOU SRL	4	0	45.5567	8.97774
2017-02-13	OLTRONA PLAST SRL	2	0	45.7156	8.98307
2017-02-13	DOLCE & GABBANA SRL	51	0	45.4668	9.1905
2017-02-13	PRADA SPA	3	0	45.4668	9.1905
2017-02-13	VALENTINO SPA	5	0	45.4668	9.1905
2017-02-14	CANO ART. CALZADO S.L.	18	0	38.5869	-0.672549
2017-02-14	RUCOLINE SPA	1	0	43.8295	10.5303
2017-02-14	CALZATURIFICIO STELLA SRL	1	0	43.7477	11.0731
2017-02-14	EFFEBI SRL	1	0	43.7567	11.1848
2017-02-14	ITALFIBBIA SRL	2	0	43.8317	11.1992
2017-02-14	BULGARI ACCESSORI SRL	33	0	43.7699	11.2556
2017-02-14	SALVATORE FERRAGAMO SPA	22	0	43.7699	11.2556
2017-02-14	MORO MINUTERIE SRL	7	0	45.4077	11.8734
2017-02-14	GABOR SHOES AG	2	0	47.8539	12.1273
2017-02-14	EFFEUNO SRL	1	0	41.8933	12.4829
2017-02-14	FENDI SRL	53	0	41.8933	12.4829
2017-02-14	KALLISTE'  SRL	2	0	45.4991	12.5449
2017-02-14	MENGHI SHOES & CO. S.R.L.	2	0	43441	13.6088
2017-02-14	CALZATURIFICIO ROMIT SPA	2	0	43.2325	13.6316
2017-02-14	MERCURI MODA SRL	4	0	43.2567	13.7608
2017-02-14	CALZATURIFICIO GENSI GROUP SRL	1	0	42.7535	13.9667
2017-02-14	P&C SRL	1	0	40.9144	14.2671
2017-02-14	LEO SHOES SRL	12	0	40.0109	18.1617
2017-02-14	CHRISTIAN LOUBOUTIN SAS	20	0	48.8566	2.3515
2017-02-14	MANDO SARL	7	0	48.8566	2.3515
2017-02-14	JAIME MASCARO S.A	1	0	39.9833	4.01095
2017-02-14	CALZATURIFICIO MARTINI SRL	1	0	45.7465	8.43607
2017-02-14	ARCOBALENO S.R.L.	2	1	45.6599	8.7932
2017-02-14	GIOVANNI MONTE SRL	1	0	45.5586	8.94789
2017-02-14	LA GRIFFE SRL	5	0	45.5586	8.94789
2017-02-14	C.L. SERVICES TECHNIQUES SRL	4	0	45.5567	8.97774
2017-02-14	SEYMECHAMLOU SRL	4	0	45.5567	8.97774
2017-02-14	DOLCE & GABBANA SRL	18	0	45.4668	9.1905
2017-02-14	GIANNI VERSACE SPA	21	0	45.4668	9.1905
2017-02-14	SANTONI SPA	2	0	45.4668	9.1905
2017-02-14	VALENTINO SPA	1	0	45.4668	9.1905
2017-02-15	EMMECIPI STUDIO SRL	1	0	44.4937	11343
2017-02-15	DISGRAMARC S.L.	7	0	38479	-0.795676
2017-02-15	ROXANNE ASSOULIN	6	0	40.7306	-73.9866
2017-02-15	ZAMBELLI ALBERTO SRL	20	0	45.5512	10.5049
2017-02-15	FREELAND SRL CALZATURE	2	0	43.7292	10.8082
2017-02-15	BRUNPEL SRL	2	0	43.7567	11.1848
2017-02-15	ITALFIBBIA SRL	12	0	43.8317	11.1992
2017-02-15	AQUAZZURA ITALIA SRL	1	1	43.7699	11.2556
2017-02-15	FGF SRL	1	0	44011	11.3313
2017-02-15	CALZATURIFICIO NERI SRL	3	0	45.4173	12.0332
2017-02-15	TOMMY SRL	1	0	45.4173	12.0332
2017-02-15	FENDI SRL	26	0	41.8933	12.4829
2017-02-15	MENGHI SHOES & CO. S.R.L.	2	0	43441	13.6088
2017-02-15	NAST SRL	4	0	42.7734	13.6723
